"Coeff","True","Bias","ESE","SE","Coverage.rate","AL","RMSE"
-1.21150509170926,-1.2,-0.0115050917092632,0.0641575336913503,0.0636025433585241,0.95,0.250888789819999,0.0646028081168556
0.169970418176548,0.262364264467491,-0.092393846290943,0.151228159845172,0.142289494085981,0.958163265306123,0.579030928700852,0.169594408721965
0.282141573415814,0.262364264467491,0.0197773089483229,0.109091017083461,0.105037723833348,0.963265306122449,0.423253767600058,0.106830741325694
0.316090258964652,0.262364264467491,0.053725994497161,0.129219843233622,0.120200920804254,0.971428571428571,0.495664029621568,0.131605473757973
