"Coeff","True","Bias","ESD","SD","Coverage.rate","AL","RMSE"
-1.2155317925107,-1.2,-0.0155317925107028,0.0650537877879927,0.068124559687131,0.933,0.254479382415463,0.0698394677494641
0.298318272538703,0.262364264467491,0.0359540080712117,0.098998371519948,0.0999788186777753,0.917,0.38583900687156,0.106200090001864
0.264488072880662,0.262364264467491,0.00212380841317061,0.0964926240547847,0.0965694357784673,0.954,0.377008635976263,0.0965445018259496
0.275126866660834,0.262364264467491,0.0127626021933427,0.0879314627663921,0.0878906877901893,0.944,0.343043463256465,0.0887689824318034
