"Coeff","True","Bias","ESE","SE","Coverage.rate","AL","RMSE"
-1.14875552548963,-1.2,0.0512444745103748,0.122800864057727,0.123669954221073,0.91164095371669,0.478123536935724,0.133786408776266
0.200200758720193,0.262364264467491,-0.062163505747298,0.118299349394448,0.107146746181611,0.934081346423562,0.381692794085406,0.123808824749919
0.283718308599106,0.262364264467491,0.021354044131615,0.0651118532596094,0.0698713056287708,0.929873772791024,0.250247227293751,0.0730147069235413
0.292580803359236,0.262364264467491,0.0302165388917453,0.0960276579025565,0.0869587124298029,0.956521739130435,0.322360851024717,0.0920013655070853
